OID_,tl_2019_26_bg_GEOID,MEAN_PM25_AVG,FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,Total,Less_than__10_000,F_10_000_to__14_999,F_15_000_to__19_999,F_20_000_to__24_999,F_25_000_to__29_999,F_30_000_to__34_999,F_35_000_to__39_999,F_40_000_to__44_999,F_45_000_to__49_999,F_50_000_to__59_999,F_60_000_to__74_999,F_75_000_to__99_999,F_100_000_to__124_999,F_125_000_to__149_999,F_150_000_to__199_999,F_200_000_or_more,GEO_ID,OBJECTID_1,Total_,No_schooling_completed,Nursery_school,Kindergarten,F1st_grade,F2nd_grade,F3rd_grade,F4th_grade,F5th_grade,F6th_grade,F7th_grade,F8th_grade,F9th_grade,F10th_grade,F11th_grade,F12th_grade__no_diploma,Regular_high_school_diploma,GED_or_alternative_credential,Some_college__less_than_1_year,Some_college__1_or_more_years__no_degree,Associate_s_degree,Bachelor_s_degree,Master_s_degree,Professional_school_degree,Doctorate_degree,GEO_ID_1,OBJECTID_12,Total1,Not_Hispanic_or_Latino,Hispanic_or_Latino,GEO_ID_12,OBJECTID_12_13,Total1_1,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_other_race_alone,Two_or_more_races_,Two_races_including_Some_other_race,Two_races_excluding_Some_other_race__and_three_or_more_races,GEO_ID_12_13,OBJECTID_12_13_14,Median_age,Median_age___Male,Median_age___Female,GEO_ID_12_13_14,OBJECTID_12_13_14_15,Estimate__Total,GEO_ID_12_13_14_15,OBJECTID_12_13_14_15_16,GEOID_1,area1,percent1,area4,percent4,OBJECTID_12_13_14_15_16_17,tl_2019_26_bg_GEOID_1,MEAN_gridcode,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
505,2.61635E+11,9.073576667,242,26,163,533700,2,261635337002.00,Block Group 2,G5030,S,289525,0,42.3603909,-83.1351805,510,92,26,0,0,11,0,10,0,6,0,17,0,22,0,0,0,0,2.61635E+11,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,16,42,20,22,0,0,0,,,,190,0,,,,0,190,0,0,0,0,0,0,0,,,46,45.8,58.5,,,190,,,,35214.88382,12.16290889,5391.20604,1.862074803,,,2151590.963,,,0.02387591,3.1639E-05
506,2.61635E+11,8.178495,237,26,163,533900,1,261635339001.00,Block Group 1,G5030,S,268044,0,42.3741024,-83.079632,511,761,84,53,71,126,80,75,71,12,0,60,44,33,40,0,0,12,2.61635E+11,,764,13,0,0,0,0,0,0,0,11,0,0,0,0,0,11,178,22,52,143,64,116,82,59,13,,,,1029,58,,,,268,784,0,34,0,0,1,0,1,,,41.7,43.5,41.4,,,1087,,,,21968.81769,8.196009998,1476.042903,0.550674259,,,2787692.893,,,0.022140232,2.92975E-05
507,2.61635E+11,8.178495,343,26,163,533900,2,261635339002.00,Block Group 2,G5030,S,107842,0,42.3725432,-83.0837873,512,331,0,11,56,76,11,76,23,34,0,44,0,0,0,0,0,0,2.61635E+11,,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,11,31,87,14,55,25,0,0,,,,410,0,,,,55,355,0,0,0,0,0,0,0,,,30.5,31,30.3,,,410,,,,8691.268181,8.059276786,,,,,16294781.14,,,0.014795866,1.1787E-05
508,2.61635E+11,8.178495,717,26,163,533900,3,261635339003.00,Block Group 3,G5030,S,977459,0,42.3665413,-83.0761317,513,899,276,65,11,98,0,49,0,12,12,39,100,118,53,25,31,10,2.61635E+11,,1069,0,0,0,0,0,0,0,0,0,0,0,0,27,11,55,87,95,30,274,51,210,167,33,29,,,,1271,31,,,,566,628,0,64,0,0,44,0,44,,,34.6,33.2,35.9,,,1302,,,,17601.18121,1.800713661,940.1638166,0.096184785,,,20223199.76,,,0.043653332,0.000106825
509,2.61635E+11,8.178495,133,26,163,534100,1,261635341001.00,Block Group 1,G5030,S,149259,0,42.378635,-83.1408359,514,218,33,64,0,33,0,0,16,0,21,21,17,6,7,0,0,0,2.61635E+11,,305,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,69,16,36,86,51,18,18,0,0,,,,338,0,,,,0,338,0,0,0,0,0,0,0,,,47,39.8,51.8,,,338,,,,5457.750655,3.656510885,899.9989522,0.602969277,,,2608882.467,,,0.0165689,1.63156E-05
510,2.61635E+11,8.178495,243,26,163,534100,2,261635341002.00,Block Group 2,G5030,S,171091,0,42.3785703,-83.1443205,515,348,94,33,8,84,7,18,15,20,9,29,11,20,0,0,0,0,2.61635E+11,,422,20,0,0,0,0,0,0,0,0,0,7,19,15,0,60,135,0,26,53,43,15,29,0,0,,,,533,0,,,,0,485,0,12,0,0,36,0,36,,,52.7,47.4,55.2,,,533,,,,15360.49912,8.97779422,,,,,9885702.9,,,0.018048282,1.87022E-05
511,2.61635E+11,8.626035833,704,26,163,534100,3,261635341003.00,Block Group 3,G5030,S,442877,0,42.372499,-83.1420523,516,261,82,18,16,16,9,6,37,0,6,7,0,25,39,0,0,0,2.61635E+11,,444,6,0,0,0,0,0,0,0,0,0,0,0,14,62,0,88,20,19,161,18,45,10,1,0,,,,719,0,,,,36,683,0,0,0,0,0,0,0,,,30.6,25.1,33.4,,,719,,,,59494.99775,13.43374969,5861.771138,1.323566168,,,13398660.11,,,0.028355413,4.84059E-05
512,2.61635E+11,8.476855556,244,26,163,534200,1,261635342001.00,Block Group 1,G5030,S,554245,0,42.3769209,-83.14965,517,289,52,19,27,9,35,40,0,35,0,22,20,0,0,30,0,0,2.61635E+11,,562,0,0,0,0,0,0,19,0,0,0,0,0,48,11,15,203,62,55,37,44,35,33,0,0,,,,883,0,,,,0,883,0,0,0,0,0,0,0,,,36,32,44,,,883,,,,60892.85802,10.98656982,3852.684867,0.695119143,,,10714141.56,,,0.034077375,6.05828E-05
513,2.61635E+11,8.069161944,703,26,163,534200,2,261635342002.00,Block Group 2,G5030,S,342515,0,42.3825992,-83.1539637,518,149,20,37,28,7,10,17,0,0,0,0,6,0,0,24,0,0,2.61635E+11,,208,0,0,0,0,0,0,0,0,0,0,0,0,26,28,8,46,0,40,13,26,21,0,0,0,,,,405,0,,,,26,327,0,0,0,0,52,0,52,,,35.2,24.2,39.3,,,405,,,,31803.54727,9.285308093,4949.79583,1.445133742,,,26850007.27,,,0.029400737,3.74424E-05
514,2.61635E+11,8.069161944,206,26,163,534200,3,261635342003.00,Block Group 3,G5030,S,231196,0,42.3782067,-83.156109,519,229,20,27,17,0,82,0,7,29,0,0,14,25,0,8,0,0,2.61635E+11,,421,0,0,0,0,0,0,0,0,0,0,9,0,24,3,0,103,38,28,209,7,0,0,0,0,,,,730,45,,,,72,703,0,0,0,0,0,0,0,,,30.2,15.3,38.1,,,775,,,,25224.18939,10.91027088,2699.999906,1.167836551,,,3643482.56,,,0.02057198,2.52718E-05
515,2.61635E+11,7.959828889,484,26,163,534200,4,261635342004.00,Block Group 4,G5030,S,173781,0,42.3793053,-83.1619018,520,48,8,0,27,0,0,0,0,0,13,0,0,0,0,0,0,0,2.61635E+11,,98,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,53,0,0,30,0,0,0,0,0,,,,241,0,,,,0,228,0,0,0,0,13,0,13,,,19.3,55.6,14.9,,,241,,,,31837.89195,18.320761,4176.341728,2.403229421,,,5658856.471,,,0.023679086,1.8996E-05
516,2.61635E+11,7.959828889,505,26,163,534200,5,261635342005.00,Block Group 5,G5030,S,391637,0,42.3828403,-83.1637454,521,336,78,0,18,8,30,35,36,0,0,24,21,52,15,8,0,11,2.61635E+11,,730,0,0,0,0,0,0,0,0,0,0,0,8,33,66,18,262,67,0,132,64,27,42,11,0,,,,1094,0,,,,0,1094,0,0,0,0,0,0,0,,,38.1,31.8,38.6,,,1094,,,,42717.43862,10.90742323,4539.846284,1.159199297,,,20909056.35,,,0.027927177,4.28123E-05
517,2.61635E+11,8.3675225,801,26,163,534300,1,261635343001.00,Block Group 1,G5030,S,406088,0,42.3758656,-83.1610203,522,228,69,34,8,11,0,70,13,0,3,8,0,7,0,0,5,0,2.61635E+11,,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,27,86,0,5,65,62,5,0,0,0,,,,582,16,,,,0,598,0,0,0,0,0,0,0,,,22.5,26.1,22.4,,,598,,,,113973.6529,28.0663597,5901.605476,1.453288351,,,6172832.512,,,0.040644597,4.43871E-05
518,2.61635E+11,8.46203625,806,26,163,534300,2,261635343002.00,Block Group 2,G5030,S,356987,0,42.3738684,-83.1647926,523,337,77,27,32,22,31,23,12,6,7,19,23,38,6,14,0,0,2.61635E+11,,573,12,0,0,0,0,0,0,0,0,0,0,9,35,31,28,205,58,38,138,13,0,6,0,0,,,,790,89,,,,48,754,0,29,0,41,7,0,7,,,31.5,31.8,31,,,879,,,,113667.9034,31.84083911,11380.10798,3.187814468,,,3883843.857,,,0.033814566,3.90192E-05
519,2.61635E+11,8.468387381,805,26,163,534400,1,261635344001.00,Block Group 1,G5030,S,358131,0,42.3707061,-83.1600487,524,304,62,28,45,20,29,9,20,0,32,23,24,4,0,0,4,4,2.61635E+11,,556,10,0,0,0,0,0,0,0,1,4,3,0,57,18,52,187,33,11,128,33,15,4,0,0,,,,816,4,,,,129,685,0,0,0,0,6,0,6,,,35.3,35.2,36.2,,,820,,,,119534.2108,33.37714965,10792.41759,3.01353173,,,3353805.52,,,0.036693372,3.91423E-05
520,2.61635E+11,8.468387381,804,26,163,534400,2,261635344002.00,Block Group 2,G5030,S,568638,0,42.3684566,-83.1581103,525,368,148,29,23,65,5,22,15,9,0,0,35,3,0,14,0,0,2.61635E+11,,519,21,0,0,0,0,0,0,0,0,0,0,0,75,43,22,173,60,14,88,6,17,0,0,0,,,,858,40,,,,55,824,19,0,0,0,0,0,0,,,28.8,24.2,35.1,,,898,,,,80138.36486,14.09305823,4436.614252,0.780218851,,,3471172.739,,,0.048775077,6.21474E-05
521,2.61635E+11,8.626035833,245,26,163,534500,1,261635345001.00,Block Group 1,G5030,S,342180,0,42.3662828,-83.1420526,526,151,72,12,26,28,0,0,7,0,0,0,0,6,0,0,0,0,2.61635E+11,,226,0,0,0,0,0,0,0,0,0,0,0,0,6,23,18,98,12,18,30,15,0,6,0,0,,,,355,0,,,,0,355,0,0,0,0,0,0,0,,,32,22.2,47.2,,,355,,,,54387.41428,15.89424543,5652.685762,1.651947901,,,12504765.78,,,0.029752757,3.73965E-05
522,2.61635E+11,8.626035833,307,26,163,534500,2,261635345002.00,Block Group 2,G5030,S,875060,0,42.364845,-83.1464244,527,138,15,6,6,29,21,15,17,6,0,13,4,0,6,0,0,0,2.61635E+11,,195,0,0,0,0,0,0,0,0,0,0,6,6,0,0,21,38,27,0,55,17,19,6,0,0,,,,328,0,,,,0,328,0,0,0,0,0,0,0,,,40.6,22.6,57,,,328,,,,91877.72537,10.49955545,11516.38342,1.316063342,,,3184787.985,,,0.048197786,9.56318E-05
523,2.61635E+11,9.073576667,308,26,163,534600,1,261635346001.00,Block Group 1,G5030,S,212051,0,42.3555881,-83.1446475,528,185,0,0,9,17,33,0,0,0,42,8,76,0,0,0,0,0,2.61635E+11,,339,0,0,0,0,0,0,0,0,0,0,0,0,42,17,0,87,31,25,59,37,41,0,0,0,,,,524,0,,,,10,514,0,0,0,0,0,0,0,,,36.1,20.8,36.4,,,524,,,,40472.53054,19.08632843,3276.340155,1.545080167,,,1700336.35,,,0.020914137,2.31706E-05
524,2.61635E+11,9.073576667,164,26,163,534600,2,261635346002.00,Block Group 2,G5030,S,238364,0,42.35553,-83.1480437,529,212,28,18,9,0,57,17,0,27,0,28,10,8,0,0,10,0,2.61635E+11,,259,0,0,0,0,0,0,0,0,0,0,24,0,0,20,0,116,8,17,31,26,17,0,0,0,,,,304,25,,,,42,287,0,0,0,0,0,0,0,,,54.7,43.3,55.7,,,329,,,,91603.27813,38.43006039,2771.899428,1.162887012,,,1818305.826,,,0.021694549,2.60459E-05
525,2.61635E+11,9.073576667,653,26,163,534600,3,261635346003.00,Block Group 3,G5030,S,358112,0,42.3554517,-83.1402914,530,254,43,22,0,20,60,16,5,20,0,37,0,7,24,0,0,0,2.61635E+11,,442,0,0,0,0,0,0,0,0,0,0,38,18,0,20,35,101,52,5,85,47,17,24,0,0,,,,547,434,,,,457,524,0,0,0,0,0,0,0,,,19.3,23.5,19.1,,,981,,,,34663.18972,9.679434667,8968.903478,2.504498748,,,3480126.815,,,0.027388227,3.91307E-05
526,2.61635E+11,9.073576667,163,26,163,534700,1,261635347001.00,Block Group 1,G5030,S,133179,0,42.3566641,-83.151418,531,217,39,37,58,0,0,9,0,0,0,30,10,26,0,0,8,0,2.61635E+11,,418,0,0,0,0,0,0,0,0,0,0,8,0,59,18,29,106,48,30,66,10,33,11,0,0,,,,793,0,,,,0,793,0,0,0,0,0,0,0,,,32.1,24.3,32.9,,,793,,,,23461.346,17.61638197,,,,,1525251.833,,,0.015670372,1.45527E-05
527,2.61635E+11,9.073576667,309,26,163,534700,2,261635347002.00,Block Group 2,G5030,S,173621,0,42.3529969,-83.1536372,532,388,0,11,29,123,0,46,36,0,39,0,50,10,31,0,13,0,2.61635E+11,,882,58,0,0,0,0,0,0,0,63,0,28,0,98,19,19,371,17,41,68,37,13,50,0,0,,,,1117,0,,,,0,889,228,0,0,0,0,0,0,,,45.4,45.4,45.4,,,1117,,,,17566.46923,10.11771288,1232.424175,0.709836097,,,2331066.143,,,0.020601417,1.89707E-05
528,2.61635E+11,9.073576667,310,26,163,534700,3,261635347003.00,Block Group 3,G5030,S,213438,0,42.3565539,-83.1553626,533,270,91,8,17,78,22,14,15,25,0,0,0,0,0,0,0,0,2.61635E+11,,328,21,0,0,0,0,0,0,0,0,0,12,0,0,13,0,171,0,8,77,26,0,0,0,0,,,,529,0,,,,0,515,0,0,0,0,14,0,14,,,26.4,46.3,25.9,,,529,,,,37157.98235,17.40926012,,,,,2871472.737,,,0.019408559,2.33227E-05
529,2.61635E+11,9.073576667,311,26,163,534700,4,261635347004.00,Block Group 4,G5030,S,553683,0,42.3626322,-83.1539321,534,447,56,40,39,27,66,29,22,22,24,14,48,19,0,0,0,41,2.61635E+11,,717,13,0,0,0,0,0,0,0,0,0,0,9,9,15,24,219,60,51,178,34,94,11,0,0,,,,984,0,,,,0,984,0,0,0,0,0,0,0,,,40.7,38.9,50.5,,,984,,,,93269.38838,16.84525138,8934.833416,1.613707536,,,2952701.929,,,0.031187346,6.05076E-05
530,2.61635E+11,7.642466667,312,26,163,535000,1,261635350001.00,Block Group 1,G5030,S,317207,0,42.3548573,-83.1797228,535,273,92,30,38,0,27,0,11,0,0,13,62,0,0,0,0,0,2.61635E+11,,430,0,0,0,0,0,0,0,0,0,0,11,0,27,28,0,150,51,19,101,12,0,11,0,20,,,,668,0,,,,12,656,0,0,0,0,0,0,0,,,29.4,26.3,33.8,,,668,,,,61315.51147,19.32980982,2699.998244,0.851178622,,,3451467.409,,,0.024012003,3.46607E-05
531,2.61635E+11,7.74648125,807,26,163,535000,2,261635350002.00,Block Group 2,G5030,S,634945,0,42.3621741,-83.1775025,536,305,36,55,36,33,17,27,0,9,0,33,48,0,0,11,0,0,2.61635E+11,,539,27,0,0,0,0,0,0,0,0,0,0,24,16,25,16,92,71,86,79,16,60,16,0,11,,,,663,125,,,,153,517,0,0,0,107,11,0,11,,,45.2,13.5,51.5,,,788,,,,115153.101,18.13589438,12733.92266,2.005513308,,,3374250.137,,,0.033758102,6.93875E-05
532,2.61635E+11,7.74648125,654,26,163,535000,3,261635350003.00,Block Group 3,G5030,S,324949,0,42.3623211,-83.1702717,537,457,23,33,41,60,36,33,0,49,48,33,45,56,0,0,0,0,2.61635E+11,,850,34,0,0,0,0,0,0,0,0,0,11,9,0,54,12,263,78,60,139,143,47,0,0,0,,,,1285,0,,,,0,1285,0,0,0,0,0,0,0,,,34.2,42.5,33.8,,,1285,,,,91124.21889,28.04260162,10184.77313,3.134265939,,,2504053.407,,,0.024312453,3.55109E-05
533,2.61635E+11,7.850495833,306,26,163,535100,1,261635351001.00,Block Group 1,G5030,S,324513,0,42.3695675,-83.1704917,538,206,113,28,18,9,5,0,0,6,0,15,0,0,0,6,0,6,2.61635E+11,,320,12,0,0,0,0,0,0,0,0,0,23,9,16,17,44,63,16,35,31,48,6,0,0,0,,,,543,0,,,,0,543,0,0,0,0,0,0,0,,,36.2,41.1,36.2,,,543,,,,96445.31409,29.72003384,10152.67958,3.128591406,,,3488670.524,,,0.024276358,3.54672E-05
534,2.61635E+11,7.850495833,313,26,163,535100,2,261635351002.00,Block Group 2,G5030,S,646297,0,42.3694339,-83.1778189,539,460,34,12,5,102,23,73,44,41,0,39,67,20,0,0,0,0,2.61635E+11,,735,0,0,0,0,0,0,0,14,0,0,0,16,7,147,18,119,63,52,204,49,9,31,6,0,,,,1188,6,,,,0,1194,0,0,0,0,0,0,0,,,34.3,35.8,33.8,,,1194,,,,109442.9386,16.93382222,11052.68603,1.710153462,,,4223302.786,,,0.034095747,7.06361E-05
535,2.61635E+11,7.850495833,314,26,163,535200,1,261635352001.00,Block Group 1,G5030,S,439359,0,42.3779506,-83.1732443,540,267,36,17,59,8,9,0,27,0,0,8,37,35,31,0,0,0,2.61635E+11,,508,0,0,0,0,0,0,0,0,0,0,0,17,25,40,18,185,13,0,136,8,31,35,0,0,,,,566,0,,,,52,466,0,0,0,0,48,0,48,,,48.3,42.2,52.9,,,566,,,,158076.2516,35.97902014,9341.754265,2.126234405,,,2819353.96,,,0.029439627,4.80252E-05
536,2.61635E+11,7.850495833,316,26,163,535200,2,261635352002.00,Block Group 2,G5030,S,214687,0,42.3743205,-83.1731249,541,93,60,21,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2.61635E+11,,143,0,0,0,0,0,0,0,0,0,0,13,0,0,26,0,33,21,0,35,0,15,0,0,0,,,,158,0,,,,15,143,0,0,0,0,0,0,0,,,49.5,54.8,49.1,,,158,,,,60756.18908,28.29973775,8879.825414,4.136150313,,,4949851.333,,,0.02441883,2.34658E-05
537,2.61635E+11,7.850495833,317,26,163,535200,3,261635352003.00,Block Group 3,G5030,S,328495,0,42.3765851,-83.1806048,542,228,64,39,58,0,0,27,0,0,0,0,0,0,0,40,0,0,2.61635E+11,,356,0,0,0,0,0,0,0,0,0,0,0,0,9,85,29,26,26,48,87,46,0,0,0,0,,,,715,0,,,,0,715,0,0,0,0,0,0,0,,,23.6,14.5,30.8,,,715,,,,28747.52709,8.751261402,6268.899241,1.908365049,,,4314808.76,,,0.024237202,3.59065E-05
538,2.61635E+11,7.850495833,318,26,163,535200,4,261635352004.00,Block Group 4,G5030,S,421609,0,42.3820449,-83.1747037,543,270,96,54,9,31,0,0,19,0,9,46,0,6,0,0,0,0,2.61635E+11,,386,0,0,0,0,0,0,0,0,27,0,20,52,28,18,0,84,29,18,76,25,9,0,0,0,,,,609,0,,,,0,609,0,0,0,0,0,0,0,,,49.7,24.8,52.5,,,609,,,,48977.76599,11.61687044,6749.795212,1.600961066,,,24657791.65,,,0.035950337,4.60883E-05
539,2.61635E+11,7.781152778,162,26,163,535300,1,261635353001.00,Block Group 1,G5030,S,328036,0,42.3692182,-83.1851533,544,260,0,9,27,55,47,30,10,0,0,0,19,49,14,0,0,0,2.61635E+11,,519,0,0,0,0,0,0,0,0,0,0,0,0,39,41,0,211,17,11,155,35,10,0,0,0,,,,820,0,,,,0,820,0,0,0,0,0,0,0,,,30.3,26.6,36.6,,,820,,,,69940.13015,21.32086232,616.2110269,0.187848528,,,3067407.963,,,0.024360522,3.58521E-05
540,2.61635E+11,7.74648125,176,26,163,535300,2,261635353002.00,Block Group 2,G5030,S,216091,0,42.3691692,-83.1892549,545,255,83,19,9,35,11,21,17,19,0,15,0,26,0,0,0,0,2.61635E+11,,374,0,0,0,0,0,0,0,0,0,0,23,0,9,10,37,62,31,28,139,0,25,10,0,0,,,,717,0,,,,0,707,0,0,0,0,10,0,10,,,28.5,17.8,28.9,,,717,,,,17312.84915,8.011843464,2921.584927,1.352017851,,,3245127.625,,,0.021015804,2.36172E-05
541,2.61635E+11,7.74648125,315,26,163,535300,3,261635353003.00,Block Group 3,G5030,S,215876,0,42.3690043,-83.1957728,546,160,0,0,0,34,0,0,23,23,0,11,52,0,17,0,0,0,2.61635E+11,,288,4,0,0,0,0,0,0,0,0,0,0,0,0,67,11,59,18,41,55,0,33,0,0,0,,,,326,0,,,,9,307,0,0,0,0,10,10,0,,,38.4,31.4,66.3,,,326,,,,26654.19739,12.34693189,3608.772619,1.671679289,,,5093493.619,,,0.020962075,2.35938E-05
542,2.61635E+11,7.74648125,563,26,163,535300,4,261635353004.00,Block Group 4,G5030,S,215348,0,42.3690872,-83.1925098,547,392,110,25,16,0,23,47,47,37,0,28,12,30,6,11,0,0,2.61635E+11,,702,0,0,0,0,0,0,0,0,0,0,39,0,0,17,0,223,140,7,125,48,86,17,0,0,,,,1194,0,,,,0,1168,0,0,0,0,26,0,26,,,27.5,27.6,27.4,,,1194,,,,27516.13263,12.77746362,2699.999776,1.253778988,,,2226481.783,,,0.021027229,2.35361E-05
543,2.61635E+11,7.850495833,833,26,163,535300,5,261635353005.00,Block Group 5,G5030,S,953936,0,42.3764016,-83.1898862,548,496,59,10,88,124,10,76,32,12,0,46,0,9,22,8,0,0,2.61635E+11,,806,0,0,0,0,0,0,0,0,0,0,0,0,46,39,47,205,70,74,98,159,42,26,0,0,,,,1138,0,,,,23,1071,0,0,0,0,44,0,44,,,34,32.5,35.6,,,1138,,,,96187.31263,10.08320135,5085.112086,0.53306624,,,15532641.62,,,0.045408514,0.00010427
544,2.61635E+11,7.74648125,319,26,163,535400,1,261635354001.00,Block Group 1,G5030,S,769828,0,42.3626034,-83.1890379,549,384,149,19,36,44,15,19,5,70,0,0,12,15,0,0,0,0,2.61635E+11,,537,6,0,0,0,0,0,0,0,0,0,19,0,26,60,43,124,41,45,135,27,6,5,0,0,,,,853,6,,,,6,759,0,0,0,94,0,0,0,,,34,30.9,42.4,,,859,,,,125500.7992,16.30244843,7452.680334,0.968096918,,,2788958.583,,,0.044089261,8.41282E-05
545,2.61635E+11,7.642466667,185,26,163,535400,2,261635354002.00,Block Group 2,G5030,S,215235,0,42.3594391,-83.192182,550,260,72,6,38,15,49,5,0,0,9,13,4,30,19,0,0,0,2.61635E+11,,441,0,0,0,0,0,0,0,0,27,0,0,0,0,18,6,139,54,16,107,54,13,7,0,0,,,,462,114,,,,36,444,0,0,0,90,6,0,6,,,42.6,40.6,45.7,,,576,,,,38418.97274,17.84985171,900.0006716,0.418149611,,,4014926.381,,,0.024324727,2.352E-05
546,2.61635E+11,7.642466667,322,26,163,535500,1,261635355001.00,Block Group 1,G5030,S,239011,0,42.3533845,-83.1940714,551,460,73,117,34,0,50,0,24,29,0,10,31,75,17,0,0,0,2.61635E+11,,842,19,0,0,0,0,0,0,0,0,0,0,0,71,10,55,246,63,42,222,65,10,39,0,0,,,,1241,0,,,,0,1216,0,0,0,0,25,0,25,,,33.1,32.7,33.4,,,1241,,,,33049.75137,13.82770393,3852.685151,1.611927091,,,4155438.333,,,0.020469295,2.61158E-05
547,2.61635E+11,7.642466667,323,26,163,535500,2,261635355002.00,Block Group 2,G5030,S,323168,0,42.3570945,-83.1894943,552,340,37,51,11,46,62,32,18,0,30,27,17,0,9,0,0,0,2.61635E+11,,572,0,0,0,0,0,0,0,0,0,0,0,0,41,64,9,190,10,29,78,81,39,31,0,0,,,,821,140,,,,234,727,0,0,0,0,0,0,0,,,29.8,24,51.6,,,961,,,,56001.74332,17.32897836,3529.026694,1.092009348,,,3311905.71,,,0.036698015,3.53133E-05
548,2.61635E+11,7.642466667,320,26,163,535500,3,261635355003.00,Block Group 3,G5030,S,415797,0,42.353522,-83.1867636,553,448,135,11,62,48,22,54,0,0,22,16,19,38,21,0,0,0,2.61635E+11,,715,0,0,0,0,0,0,0,0,0,0,0,0,81,11,0,371,49,17,134,21,31,0,0,0,,,,1016,182,,,,88,928,0,0,0,182,0,0,0,,,27.5,27.9,26.8,,,1198,,,,94930.20644,22.83089533,9616.215863,2.312718218,,,1632728.48,,,0.028476041,4.54326E-05
549,2.61635E+11,7.642466667,680,26,163,535600,1,261635356001.00,Block Group 1,G5030,S,313744,0,42.3550194,-83.1749824,554,523,51,27,0,0,20,79,33,28,11,34,29,60,23,81,47,0,2.61635E+11,,1100,15,0,0,0,0,0,0,0,0,27,0,14,31,17,133,264,173,10,327,41,39,9,0,0,,,,1920,0,,,,63,1847,10,0,0,0,0,0,0,,,30.3,15.8,33.8,,,1920,,,,26055.6202,8.304729167,900.0004603,0.286857884,,,3533523.655,,,0.024545868,3.42825E-05
550,2.61635E+11,7.642466667,832,26,163,535600,2,261635356002.00,Block Group 2,G5030,S,336065,0,42.3550132,-83.1700911,555,304,52,11,24,0,0,12,24,24,8,11,32,54,40,0,12,0,2.61635E+11,,625,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,154,21,47,160,74,106,20,0,22,,,,739,0,,,,70,613,56,0,0,0,0,0,0,,,48.2,28,55.4,,,739,,,,31508.11733,9.375564588,,,,,2469645,,,0.025172999,3.67216E-05
551,2.61635E+11,8.358021667,138,26,163,535600,3,261635356003.00,Block Group 3,G5030,S,217144,0,42.3528095,-83.1625211,556,244,57,17,0,41,21,11,0,0,0,24,11,0,18,0,44,0,2.61635E+11,,384,0,0,0,0,0,0,0,0,11,0,0,0,41,45,35,61,26,45,57,18,0,45,0,0,,,,645,0,,,,71,524,0,0,0,0,50,0,50,,,39,18.5,40.7,,,645,,,,45073.67988,20.7574992,1476.34307,0.679891018,,,2640493.5,,,0.024527778,2.37262E-05
552,2.61635E+11,8.358021667,324,26,163,535600,4,261635356004.00,Block Group 4,G5030,S,431557,0,42.3564081,-83.1627279,557,548,87,103,73,65,36,24,10,12,0,0,45,53,25,0,15,0,2.61635E+11,,675,0,0,0,0,0,0,0,14,0,12,0,0,22,38,0,161,55,0,169,25,85,82,0,12,,,,1059,0,,,,13,1046,0,0,0,0,0,0,0,,,40.7,49.8,35.6,,,1059,,,,93771.85647,21.72879785,5191.206386,1.202905418,,,2732620.78,,,0.029362999,4.71566E-05
553,2.61635E+11,8.347858611,325,26,163,535700,1,261635357001.00,Block Group 1,G5030,S,410982,0,42.3624751,-83.1611426,558,236,62,32,33,0,24,0,16,0,0,20,23,0,4,22,0,0,2.61635E+11,,342,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,83,17,11,185,0,13,9,0,0,,,,548,64,,,,0,568,20,0,0,0,24,0,24,,,27.8,17.3,35.1,,,612,,,,58321.74477,14.1908631,7564.639965,1.840630292,,,3366169.533,,,0.02692069,4.49126E-05
554,2.61635E+11,8.108416364,326,26,163,535700,2,261635357002.00,Block Group 2,G5030,S,239234,0,42.3624101,-83.1660253,559,212,28,5,21,34,5,16,38,17,0,15,0,0,33,0,0,0,2.61635E+11,,395,0,0,0,0,0,0,0,11,0,0,0,50,0,18,4,165,0,7,114,10,16,0,0,0,,,,510,0,,,,36,452,0,0,0,0,22,0,22,,,52,52.3,49.1,,,510,,,,73768.17624,30.83520152,5652.684504,2.362830081,,,3055369.192,,,0.021729687,2.61438E-05
