,Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Count
136,03-0084,Allegan,-,(2) Freeway & Expressway,R,US-131,,,NORTH OF,142nd Ave,2-WAY,NB/SB,Primary,788506.0,21.88,42.73371141,-85.67312625,48794.0,48794.0
137,03-0085,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM NE BD BLUE STAR HWY (A 2 HWY) 30C,RAMP,NB,Primary,798201.0,0.148,42.52977471,-86.21748343,150.0,150.0
138,03-0086,Allegan,-,(2) Freeway & Expressway,R,US-131,,,NORTH OF,M 179,2-WAY,NB/SB,Primary,788506.0,15.029,42.63685977,-85.66208681,39600.0,39600.0
139,03-0087,Allegan,-,(2) Freeway & Expressway,R,US-131,,,SOUTH OF,M 179,2-WAY,NB/SB,Primary,788506.0,13.606,42.61626534,-85.66159095,35499.0,35499.0
140,03-0088,Allegan,-,(2) Freeway & Expressway,R,US-131,,,NORTH OF,M 222,2-WAY,NB/SB,Primary,788506.0,8.814,42.54710892,-85.66181926,36356.0,36356.0
141,03-0089,Allegan,-,(2) Freeway & Expressway,R,US-131,,,SOUTH OF,M 222,2-WAY,NB/SB,Primary,788506.0,7.477,42.52792568,-85.65814824,38263.0,38263.0
142,03-0090,Allegan,-,(2) Freeway & Expressway,U,US-131,,,NORTH OF,M 89,2-WAY,NB/SB,Primary,788506.0,2.779,42.460223,-85.65232544,33772.0,33772.0
143,03-0093,Allegan,Ganges,(1) Interstate,R,I-196 US-31,Blue Star Hwy,M-89,BETWEEN,Blue Star Hwy AND M-89,2-WAY,NB/SB,Primary,784007.0,10.44373,42.56470087,-86.21988569,29663.0,29663.0
144,03-0094,Allegan,Saugatuck,(1) Interstate,R,I-196 US-31,Blue Star Hwy,M 89,BETWEEN,Blue Star Hwy AND M 89,2-WAY,NE/SW,Primary,784007.0,14.20852,42.61833102,-86.21693645,32806.0,32806.0
145,03-0095,Allegan,-,(2) Freeway & Expressway,U,US-31,,,SW OF,Washington Ave,2-WAY,NE/SW,Primary,798206.0,0.957,42.74002661,-86.13503683,14795.0,14795.0
146,03-0096,Allegan,-,(4) Minor Arterial,R,M-89,,,EAST OF,124th/N I 196 RAMP,2-WAY,EB/WB,Primary,3030103.0,0.526,42.59329175,-86.21242312,2911.0,2911.0
147,03-0097,Allegan,PLAINWELL,(4) Minor Arterial,U,M-89,,,EAST OF,N US 131/E M 89 RAMP,2-WAY,NW/SE,Primary,788201.0,12.517,42.44795776,-85.65312709,22747.0,22747.0
148,03-0098,Allegan,-,(1) Interstate,R,I-196 US-31,68th St,Blue Star Hwy,BETWEEN,68th St AND Blue Star Hwy,2-WAY,NB/SB,Primary,784007.0,16.99175,42.65028803,-86.18605953,33642.0,33642.0
149,03-0117,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO BLUE STAR HWY (A 2 HWY) 30A,RAMP,NB,Primary,796710.0,0.211,42.52916221,-86.21713553,443.0,443.0
150,03-0118,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM BLUE STAR HWY (A 2 HWY) 30E,RAMP,SB,Primary,796709.0,0.126,42.53152412,-86.22011011,565.0,565.0
151,03-0119,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO BLUE STAR HWY (A 2 HWY) 30D,RAMP,SB,Primary,798210.0,0.218,42.53187984,-86.220303,441.0,441.0
152,03-0120,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM M-89 (124TH AVE) - SAUGATUCK TWP,RAMP,SB,Primary,798301.0,0.13,42.5916412,-86.21807539,610.0,610.0
153,03-0121,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO M-89 (124TH AVE) - SAUGATUCK TWP,RAMP,NB,Primary,798203.0,0.23,42.59144162,-86.21489068,588.0,588.0
154,03-0122,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM M-89 (124TH AVE) - SAUGATUCK TWP,RAMP,NB,Primary,782206.0,0.118,42.59474802,-86.21505817,1261.0,1261.0
155,03-0123,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO M-89 (124TH AVE) - SAUGATUCK TWP,RAMP,SB,Primary,782205.0,0.201,42.59481066,-86.21841247,1303.0,1303.0
156,03-0125,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM SW BD BLUE STAR HWY (A 2 HWY) 30B,RAMP,NB,Primary,798202.0,0.154,42.53235326,-86.21733586,275.0,275.0
157,03-0126,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO BLUE STAR HWY (A 2 HWY),RAMP,NE,Primary,798204.0,0.075,42.62350457,-86.21030928,1032.0,1032.0
158,03-0127,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO NB BLUE STAR HWY (A 2 HWY),RAMP,NE,DIR,,,42.622666,-86.211511,760.0,760.0
159,03-0128,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO SB BLUE STAR HWY (A 2 HWY),RAMP,NE,Primary,1891004.0,0.024,42.62230698,-86.2115007,47.0,47.0
160,03-0129,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM BLUE STAR HWY (A 2 HWY),RAMP,NE,Primary,798205.0,0.16,42.62329094,-86.2097072,915.0,915.0
161,03-0136,Allegan,-,(1) Interstate,R,I-196 OFF RAMP,,,,TO BLUE STAR HWY (A 2 HWY),RAMP,SW,Primary,798303.0,0.117,42.62390194,-86.21365048,804.0,804.0
162,03-0137,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM BLUE STAR HWY (A 2 HWY),RAMP,SW,Primary,798302.0,0.236,42.62398814,-86.21387227,1154.0,1154.0
163,03-0138,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM NB BLUE STAR HWY (A 2 HWY),RAMP,SW,DIR,1891003.0,0.035,42.62476541,-86.21249244,26.0,26.0
164,03-0139,Allegan,-,(1) Interstate,R,I-196 ON RAMP,,,,FROM SB BLUE STAR HWY (A 2 HWY),RAMP,SW,DIR,,,42.625616,-86.212248,888.0,888.0
165,03-0140,Allegan,HOLLAND,(2) Freeway & Expressway,U,US-31 OFF RAMP,,,,TO SB OLD US-31 (WASHINGTON AVE (A 2 )),RAMP,NE,Primary,790904.0,0.157,42.74873004,-86.12016288,308.0,308.0
166,03-0147,Allegan,-,(1) Interstate,U,I-196 ON RAMP,,,,FROM WB NORTH SHORE DR,RAMP,SB,DIR,,,42.426392,-86.253422,285.0,285.0
167,03-0167,Allegan,Fillmore,(5) Major Collector,R,48th St,,,NORTH OF,M 40,2-WAY,NB/SB,,783508.0,0.3151909,42.68664247,-86.01490693,3349.0,3349.0
168,03-0168,Allegan,Fillmore,(5) Major Collector,R,48th St,,,SOUTH OF,M 40,2-WAY,NB/SB,,783508.0,0.2675919,42.68595283,-86.01489263,1447.0,1447.0
169,03-0169,Allegan,Fillmore,(3) Other Principal Arterial,R,M 40,,,SE OF,48th St,2-WAY,NW/SE,,788009.0,14.36208,42.68582494,-86.01438592,13689.0,13689.0
170,03-0170,Allegan,Fillmore,(3) Other Principal Arterial,R,M 40,,,NW OF,48th St,2-WAY,NW/SE,,788009.0,14.43317,42.68665075,-86.01522064,12095.0,12095.0
171,03-0171,Allegan,Fillmore,(5) Major Collector,R,48th St,,,NORTH OF,136th Ave.,2-WAY,NB/SB,,783508.0,0.0415673,42.6826781,-86.01481751,1798.0,1798.0
172,03-0172,Allegan,Fillmore,(5) Major Collector,R,136th Ave.,,,WEST OF,48th St,2-WAY,EB/WB,,3030003.0,0.4977699,42.68207824,-86.01549744,5959.0,5959.0
173,03-0174,Allegan,Casco,(5) Major Collector,U,Baseline Rd,,,EAST OF,North Shore Dr,2-WAY,EB/WB,Primary,3031209.0,0.1112,42.41933083,-86.2697671,1041.0,1041.0
174,03-0181,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO M-222 (116TH AVE),RAMP,SB,Primary,798405.0,0.105,42.53808948,-85.66084197,2671.0,2671.0
175,03-0182,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM M-222 (116TH AVE),RAMP,NB,Primary,798401.0,0.076,42.53806526,-85.6596754,2851.0,2851.0
176,03-0183,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM M-222 (116TH AVE),RAMP,SB,Primary,785606.0,0.086,42.53588309,-85.66036398,2763.0,2763.0
177,03-0184,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO M-222 (116TH AVE),RAMP,NB,Primary,797904.0,0.096,42.53607879,-85.65927481,2499.0,2499.0
178,03-0185,Allegan,Fillmore,(1) Interstate,U,I-196,US-31,M-40,BETWEEN,US-31 AND M-40,2-WAY,NE/SW,Primary,784007.0,24.9565,42.73649835,-86.11137083,17161.0,17161.0
179,03-0186,Allegan,Fillmore,(1) Interstate,U,I-196,,,NE OF,M-40,2-WAY,NE/SW,Primary,784007.0,28.02988,42.75271767,-86.05884829,29331.0,29331.0
180,03-0187,Allegan,-,(2) Freeway & Expressway,U,US-131 ON RAMP,,,,FROM 106TH AVE,RAMP,NB,Primary,788507.0,0.089,42.46552954,-85.65121442,1751.0,1751.0
181,03-0188,Allegan,-,(2) Freeway & Expressway,U,US-131 OFF RAMP,,,,TO 106TH AVE,RAMP,SB,Primary,788504.0,0.208,42.46462423,-85.65490892,1690.0,1690.0
182,03-0189,Allegan,Laketown,(1) Interstate,R,I-196 US-31,Blue Star Hwy,US-31,BETWEEN,Blue Star Hwy AND US-31,2-WAY,NE/SW,Primary,784007.0,20.34504,42.69520124,-86.17024964,37389.0,37389.0
183,03-0190,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO 124TH STREET - WAYLAND TOWNSHIP,RAMP,NB,Primary,786107.0,0.134,42.59265503,-85.66153905,1010.0,1010.0
184,03-0191,Allegan,-,(2) Freeway & Expressway,R,US-131 ON LOOP,,,,FROM 124TH STREET - WAYLAND TOWNSHIP,RAMP,NB,Primary,785609.0,0.13,42.59285148,-85.66175456,911.0,911.0
185,03-0192,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO 124TH STREET VIA 12TH ST - WAYLAND TOWNSHIP,RAMP,SB,Primary,792103.0,0.112,42.59638398,-85.66278723,834.0,834.0
186,03-0193,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM 124TH STREET VIA 12TH ST - WAYLAND TOWNSHIP,RAMP,SB,Primary,798004.0,0.026,42.59206997,-85.66339134,983.0,983.0
187,03-0194,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO M-179 (129TH STREET) - WAYLAND TOWNSHIP,RAMP,NB,Primary,798103.0,0.091,42.62948637,-85.66172647,1396.0,1396.0
188,03-0195,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM 129TH STREET VIA 12TH ST - WAYLAND TOWNSHIP,RAMP,SB,Primary,798005.0,0.022,42.62927972,-85.66306069,1609.0,1609.0
189,03-0196,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO 129TH STREET VIA 12TH ST - WAYLAND TOWNSHIP,RAMP,SB,Primary,798006.0,0.051,42.63198475,-85.66257967,4112.0,4112.0
190,03-0197,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM M-179 (129TH STREET) - WAYLAND TOWNSHIP,RAMP,NB,Primary,798102.0,0.06,42.63122657,-85.66169084,4820.0,4820.0
191,03-0198,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO 142ND AVE - DORR TOWNSHIP,RAMP,NB,Primary,797609.0,0.131,42.72357467,-85.6709436,2350.0,2350.0
192,03-0199,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM 142ND AVE - DORR TOWNSHIP,RAMP,SB,Primary,797607.0,0.05,42.72425005,-85.67263681,2635.0,2635.0
193,03-0200,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO 142ND AVE - DORR TOWNSHIP,RAMP,SB,Primary,797606.0,0.085,42.72553354,-85.67313255,4792.0,4792.0
194,03-0201,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM 142ND AVE - DORR TOWNSHIP,RAMP,NB,Primary,797608.0,0.071,42.7257433,-85.67181734,4743.0,4743.0
195,03-0213,Allegan,-,(3) Other Principal Arterial,R,M-40,,,SE OF,125th Ave,2-WAY,NW/SE,Primary,788009.0,7.293,42.60034671,-85.94163378,7287.0,7287.0
196,03-0227,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO 135TH AVE (SUPERIOR ST),RAMP,NB,Primary,798106.0,0.114,42.67334432,-85.66062597,2929.0,2929.0
197,03-0228,Allegan,-,(2) Freeway & Expressway,R,US-131 OFF RAMP,,,,TO 135TH AVE,RAMP,SB,Primary,787208.0,0.086,42.67508507,-85.66172034,4920.0,4920.0
198,03-0229,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM 135TH AVE (SUPERIOR ST),RAMP,NB,Primary,798105.0,0.048,42.67473796,-85.66057753,5397.0,5397.0
199,03-0230,Allegan,-,(2) Freeway & Expressway,R,US-131 ON RAMP,,,,FROM 135TH AVE,RAMP,SB,Primary,798104.0,0.059,42.67329029,-85.66187683,4097.0,4097.0
200,03-0258,Allegan,-,(2) Freeway & Expressway,U,US-131 OFF RAMP,,,,TO WB M-89 (ALLEGAN ST),RAMP,SB,Primary,798404.0,0.139,42.45098329,-85.65606179,2278.0,2278.0
201,03-0259,Allegan,-,(2) Freeway & Expressway,U,US-131 OFF LOOP,,,,TO WB M-89 (ALLEGAN ST),RAMP,NB,Primary,798309.0,0.1,42.44995699,-85.654157,5086.0,5086.0
202,03-0260,Allegan,-,(2) Freeway & Expressway,U,US-131 ON RAMP,,,,FROM M-89 (ALLEGAN ST),RAMP,NB,Primary,798310.0,0.146,42.45053708,-85.65418032,3507.0,3507.0
203,03-0261,Allegan,-,(2) Freeway & Expressway,U,US-131 ON RAMP,,,,FROM M-89 (ALLEGAN ST),RAMP,SB,Primary,798402.0,0.143,42.44774971,-85.6583346,7303.0,7303.0
204,03-0262,Allegan,-,(2) Freeway & Expressway,U,US-131 OFF LOOP,,,,TO EB M-89 (ALLEGAN ST),RAMP,SB,Primary,798403.0,0.121,42.44854789,-85.65837209,1403.0,1403.0
205,03-0263,Allegan,-,(2) Freeway & Expressway,U,US-131 OFF RAMP,,,,TO EB M-89 (ALLEGAN ST),RAMP,NB,Primary,798308.0,0.236,42.44736197,-85.65592908,2473.0,2473.0
206,03-0392,Allegan,OTSEGO,(4) Minor Arterial,U,FARMER STREET,,,,100 FT SOUTH OF M-89(ALLEGAN ST.),2-WAY,NB/SB,,3030178.0,3.195798,42.46049089,-85.69687316,5737.0,5737.0
207,03-1602,Allegan,ALLEGAN,(4) Minor Arterial,U,M-222 MONROE,,,EAST OF,N Cedar St,2-WAY,EB/WB,Primary,787604.0,0.16,42.53025655,-85.85500336,8417.0,8417.0
208,03-1607,Allegan,ALLEGAN,(4) Minor Arterial,U,M-222 GRAND,,,WEST OF,Eastern Ave,2-WAY,EB/WB,Primary,787604.0,1.116,42.53322364,-85.83731513,6673.0,6673.0
209,03-1608,Allegan,ALLEGAN,(7) Local Road or Street,U,EASTERN,,,,100FT N. OF M-222,2-WAY,NB/SB,,788306.0,0.808,42.53332451,-85.83648066,2012.0,2012.0
210,03-1609,Allegan,ALLEGAN,(5) Major Collector,U,EASTERN,,,,100FT. S. OF M-222,2-WAY,NB/SB,,788306.0,0.802,42.53323757,-85.83647885,5642.0,5642.0
211,03-1611,Allegan,Allegan,(3) Other Principal Arterial,U,M-89 MARSHALL,,,NW OF,Williams Bridge Rd,2-WAY,NW/SE,Primary,788201.0,1.1177,42.51886,-85.83911,12779.0,12779.0
212,03-1613,Allegan,ALLEGAN,(4) Minor Arterial,U,M-40 JENNER,,,NE OF,Thomas St,2-WAY,NE/SW,Primary,781803.0,7.0,42.51792886,-85.85899569,5622.0,5622.0
213,03-1616,Allegan,ALLEGAN,(3) Other Principal Arterial,U,M-40 M-89 N.CEDAR,Cutler St,Trowbridge St,BETWEEN,Cutler St AND Trowbridge St,2-WAY,NB/SB,Primary,788201.0,0.012,42.52914169,-85.85511252,16898.0,16898.0
214,03-1653,Allegan,ALLEGAN,(3) Other Principal Arterial,U,M-40 M-89 WESTERN,,,WEST OF,N Cedar St,2-WAY,EB/WB,Primary,788009.0,0.312,42.52926411,-85.8554058,17493.0,17493.0
215,03-3012,Allegan,HOLLAND,(3) Other Principal Arterial,U,M-40 48TH ST-146TH,,,EAST OF,Industrial Ave,2-WAY,EB/WB,Primary,3030234.0,3.627,42.75474377,-86.08855862,8932.0,8932.0
216,03-3014,Allegan,HOLLAND,(3) Other Principal Arterial,U,M-40 LINCOLN AV-56TH,,,,175 FEET NORTH OF US-31 BYPASS,2-WAY,NB/SB,,783503.0,5.664781,42.7610337,-86.09703059,9937.0,9937.0
217,03-3015,Allegan,HOLLAND,(3) Other Principal Arterial,U,M-40 LINCOLN AV-56TH,,,,"100 FEET S. OF JCT.US-31,I-196BL",2-WAY,NB/SB,,783503.0,5.619277,42.76037483,-86.09699703,10632.0,10632.0
218,03-3018,Allegan,HOLLAND,(3) Other Principal Arterial,U,US-31 BYPASS,,,,300 FEET SOUTHWEST OF M-40 LINCOLN AVE.,2-WAY,NE/SW,,798206.0,3.325,42.76014776,-86.09855472,23360.0,23360.0
219,03-3019,Allegan,HOLLAND,(3) Other Principal Arterial,U,US-31 BYPASS,,,,100 FEET SOUTWEST OF 32ND ST-OTTOGAN RD,2-WAY,NE/SW,,798206.0,4.177,42.76845094,-86.08628875,29090.0,29090.0
220,03-3028,Allegan,HOLLAND,(7) Local Road or Street,U,CENTRAL,,,,100 FT NORTH OF US-31,2-WAY,NB/SB,,783909.0,0.258,42.75817443,-86.10672917,2406.0,2406.0
221,03-3029,Allegan,HOLLAND,(7) Local Road or Street,U,CENTRAL,,,,100 FT SOUTH OF US-31,2-WAY,NB/SB,,783909.0,0.232,42.75779783,-86.10671501,2434.0,2434.0
222,03-3031,Allegan,HOLLAND,(2) Freeway & Expressway,U,US-31 ON RAMP,,,,FROM OLD US-31 (WASHINGTON AVE (A 2 )),RAMP,NE,Primary,3032727.0,0.072,42.74985625,-86.11829797,4389.0,4389.0
223,03-3032,Allegan,HOLLAND,(2) Freeway & Expressway,U,US-31 OFF RAMP,,,,TO NB OLD US-31 (WASHINGTON AVE (A 2 )),RAMP,NE,Primary,783105.0,0.075,42.75266668,-86.11664105,2293.0,2293.0
224,03-3033,Allegan,HOLLAND,(2) Freeway & Expressway,U,US-31 OFF RAMP,,,,TO SB OLD US-31 (WASHINGTON AVE (A 2 )),RAMP,SW,Primary,783106.0,0.123,42.75164391,-86.11894703,2571.0,2571.0
225,03-3034,Allegan,HOLLAND,(2) Freeway & Expressway,U,US-31 OFF RAMP,,,,TO NB OLD US-31 (WASHINGTON AVE (A 2 )),RAMP,SW,Primary,798307.0,0.126,42.75505849,-86.11573094,3186.0,3186.0
226,03-3035,Allegan,HOLLAND,(2) Freeway & Expressway,U,US-31 ON RAMP,,,,FROM OLD US-31 (WASHINGTON AVE (A 2 )),RAMP,SW,Primary,790903.0,0.104,42.75367113,-86.11729145,2476.0,2476.0
227,03-3044,Allegan,HOLLAND,(2) Freeway & Expressway,U,US-31 ON RAMP,,,,FROM SB OLD US-31 (WASHINGTON AVE (A 2 )),RAMP,SB,DIR,,,42.754649,-86.11668,1833.0,1833.0
228,03-3601,Allegan,FENNVILLE,(4) Minor Arterial,R,M-89 TOWN LINE-MAIN,,,WEST OF,N Maple St,2-WAY,EB/WB,Primary,3030103.0,6.018,42.59427511,-86.10472382,6168.0,6168.0
229,03-5001,Allegan,HOLLAND,(4) Minor Arterial,U,60th St,,,SOUTH OF,32nd St,2-WAY,NB/SB,Primary,782506.0,8.292,42.76662619,-86.13702278,3481.0,3481.0
230,03-5002,Allegan,HOLLAND,(5) Major Collector,U,OTTAWA AVE,,,SOUTH OF,32nd St,2-WAY,NB/SB,Primary,783201.0,0.367,42.76682329,-86.12665181,2452.0,2452.0
231,03-5003,Allegan,HOLLAND,(5) Major Collector,U,BROOKS AVE,,,SOUTH OF,E 32nd St,2-WAY,NB/SB,Primary,790908.0,0.353,42.7671749,-86.08358694,2011.0,2011.0
232,03-5004,Allegan,HOLLAND,(5) Major Collector,U,W 40th St,,,EAST OF,Ottawa Ave,2-WAY,EB/WB,Primary,783304.0,4.39,42.76152764,-86.12395347,6595.0,6595.0
233,03-5005,Allegan,Holland,(3) Other Principal Arterial,U,WASHINGTON AVE,,,NORTH OF,W 40th St,2-WAY,NB/SB,Primary,3031548.0,1.811543,42.76310731,-86.11666116,15916.0,15916.0
234,03-5006,Allegan,HOLLAND,(3) Other Principal Arterial,U,LINCOLN AVE,,,,BETWEEN 38TH AND 39TH (IN HOLLAND),2-WAY,NB/SB,Primary,783503.0,5.802,42.76302039,-86.09711416,8094.0,8094.0
235,03-5007,Allegan,Holland,(5) Major Collector,U,E 40th St,,,WEST OF,54th St,2-WAY,EB/WB,Primary,790902.0,0.6461177,42.76208237,-86.08183175,1688.0,1688.0
236,03-5008,Allegan,Holland,(4) Minor Arterial,U,MATT URBAN DR,,,WEST OF,Washington Ave,2-WAY,EB/WB,Primary,783303.0,4.943599,42.75667192,-86.11759515,5422.0,5422.0
237,03-5009,Allegan,HOLLAND,(5) Major Collector,U,INDUSTRIAL AVE,,,SOUTH OF,E 40th St,2-WAY,NB/SB,Primary,790907.0,0.368,42.76007023,-86.08925543,1425.0,1425.0
238,03-5010,Allegan,HOLLAND,(4) Minor Arterial,U,WAVERLY RD,,,SOUTH OF,E 40th St,2-WAY,NB/SB,Primary,790909.0,0.431,42.76108527,-86.0773885,11683.0,11683.0
239,03-5011,Allegan,HOLLAND,(5) Major Collector,U,48TH ST,,,WEST OF,Central Ave,2-WAY,EB/WB,Primary,3030234.0,4.616,42.75441671,-86.10799982,3028.0,3028.0
240,03-5012,Allegan,HOLLAND,(5) Major Collector,U,LINCOLN AVE,,,SOUTH OF,E 48th St,2-WAY,NB/SB,Primary,783503.0,5.115,42.75307069,-86.09671054,3097.0,3097.0
241,03-5013,Allegan,HOLLAND,(4) Minor Arterial,U,BLUE STAR HWY,,,SOUTH OF,W 64th St,2-WAY,NB/SB,Primary,782207.0,12.776,42.73844559,-86.11598658,10729.0,10729.0
242,03-5014,Allegan,HOLLAND,(5) Major Collector,U,64TH ST,,,EAST OF,Lincoln Ave,2-WAY,EB/WB,Primary,783104.0,2.356,42.74012958,-86.09405851,4262.0,4262.0
243,03-5015,Allegan,HOLLAND,(4) Minor Arterial,U,48TH ST,,,EAST OF,M 40,2-WAY,EB/WB,Primary,3030234.0,3.232,42.75481518,-86.08099449,2628.0,2628.0
244,03-5016,Allegan,-,(5) Major Collector,U,66TH ST,,,NORTH OF,147th Ave,2-WAY,NB/SB,Primary,783406.0,3.933,42.76472858,-86.19644736,832.0,832.0
245,03-5017,Allegan,-,(4) Minor Arterial,U,64TH ST,,,NORTH OF,147th Ave,2-WAY,NB/SB,Primary,3030004.0,5.785,42.76404794,-86.17675322,2645.0,2645.0
246,03-5018,Allegan,-,(5) Major Collector,U,60TH ST,,,SOUTH OF,145th Ave,2-WAY,NB/SB,Primary,782506.0,6.852,42.74576546,-86.13642231,2762.0,2762.0
247,03-5019,Allegan,-,(4) Minor Arterial,R,BLUE STAR HWY,,,SOUTH OF,140th Ave,2-WAY,NB/SB,Primary,782207.0,10.704,42.70846625,-86.11451637,5497.0,5497.0
248,03-5020,Allegan,-,(5) Major Collector,R,48TH ST,,,SOUTH OF,Ottogan St,2-WAY,NB/SB,Primary,783508.0,5.782,42.76582506,-86.01798819,6207.0,6207.0
249,03-5022,Allegan,-,(4) Minor Arterial,U,146th Ave,,,EAST OF,60th St,2-WAY,EB/WB,Primary,783303.0,4.056,42.7542155,-86.13208716,2783.0,2783.0
250,03-5023,Allegan,Laketown,(4) Minor Arterial,U,146TH AVE,,,EAST OF,62nd St,2-WAY,EB/WB,Primary,783303.0,2.947331,42.75420284,-86.15387169,1536.0,1536.0
251,03-5025,Allegan,-,(4) Minor Arterial,R,BLUE STAR HWY,,,,BETWEEN 60TH ST AND 138TH AVE,2-WAY,EB/WB,Primary,782207.0,9.206,42.6951547,-86.13331036,1499.0,1499.0
252,03-5027,Allegan,-,(5) Major Collector,R,63RD ST,,,,BETWEEN BLUE STAR AND 136TH,2-WAY,NB/SB,Primary,782509.0,0.146,42.68327668,-86.16453598,3645.0,3645.0
253,03-5029,Allegan,-,(5) Major Collector,R,136TH AVE,,,WEST OF,50th St,2-WAY,EB/WB,Primary,3030003.0,1.705,42.68217423,-86.03920727,2995.0,2995.0
254,03-5031,Allegan,-,(5) Major Collector,U,146TH AVE,,,,AT I-196 OVERPASS,2-WAY,EB/WB,,3030234.0,1.937,42.75476305,-86.0555314,2374.0,2374.0
255,03-5033,Allegan,-,(5) Major Collector,R,LAKESHORE DR,,,SOUTH OF,124th Ave,2-WAY,NB/SB,Primary,781703.0,4.711,42.59052172,-86.22323691,1345.0,1345.0
256,03-5034,Allegan,DOUGLAS,(5) Major Collector,R,WILEY RD,,,,BETWEEN AMITY AND UNION (IN DOUGLAS),2-WAY,EB/WB,Primary,782302.0,1.106,42.6363865,-86.2067295,2121.0,2121.0
257,03-5035,Allegan,SAUGATUCK,(4) Minor Arterial,R,BLUE STAR HWY,,,SW OF,Old Allegan Rd,2-WAY,EB/WB,Primary,782207.0,4.127,42.64873348,-86.19778378,15129.0,15129.0
258,03-5036,Allegan,-,(4) Minor Arterial,R,58TH ST,,,,0.3 MILE S OF 128TH AVE,2-WAY,NB/SB,Primary,781610.0,1.698,42.61884447,-86.1145348,6050.0,6050.0
259,03-5037,Allegan,-,(5) Major Collector,R,128TH AVE,,,EAST OF,60th St,2-WAY,EB/WB,Primary,782401.0,1.091,42.62310455,-86.13192309,629.0,629.0
260,03-5038,Allegan,-,(5) Major Collector,R,RIVERSIDE DR,,,EAST OF,64th St,2-WAY,EB/WB,Primary,782302.0,3.131,42.63321556,-86.16810608,1001.0,1001.0
261,03-5040,Allegan,-,(5) Major Collector,R,57TH ST,,,NORTH OF,122nd Ave,2-WAY,NB/SB,Primary,780501.0,2.222,42.58211946,-86.09984548,2968.0,2968.0
262,03-5043,Allegan,-,(5) Major Collector,R,68TH ST,,,,BETWEEN 118TH AND 119TH,2-WAY,NB/SB,Primary,789205.0,10.026,42.55302288,-86.20899373,2465.0,2465.0
263,03-5044,Allegan,-,(5) Major Collector,R,BLUE STAR HWY,,,NE OF,111th Ave,2-WAY,NB/SB,Primary,789205.0,5.898,42.50063278,-86.23355324,2000.0,2000.0
264,03-5045,Allegan,-,(5) Major Collector,R,BLUE STAR HWY,,,SOUTH OF,107th Ave,2-WAY,NB/SB,Primary,789205.0,2.461,42.4539889,-86.24871833,3375.0,3375.0
265,03-5046,Allegan,-,(4) Minor Arterial,U,NORTHSHORE DR,,,WEST OF,74th St,2-WAY,EB/WB,Primary,784004.0,0.577,42.42630418,-86.26615523,2059.0,2059.0
266,03-5047,Allegan,-,(5) Major Collector,R,103RD AVE,,,,BETWEEN 70TH AND 69TH,2-WAY,EB/WB,Primary,784006.0,0.314,42.44092448,-86.2205512,372.0,372.0
267,03-5048,Allegan,-,(5) Major Collector,R,66TH ST,,,,BETWEEN 103RD AND 102ND,2-WAY,NB/SB,Primary,782010.0,1.244,42.4370434,-86.18761208,1790.0,1790.0
